TheTime,NO,NO2,NOx,O3 (ppb),CO (ppm)
2021-01-09 00:22:04,93.47786,94.20404,93.69054,8.038008000000001,0.673375
2021-01-09 00:22:14,94.49172,94.20404,93.69054,7.798804,0.670385
2021-01-09 00:22:24,93.47786,94.20404,94.70438,8.038008000000001,0.670385
2021-01-09 00:22:34,94.49172,93.1913,94.70438,8.038008000000001,0.673375
2021-01-09 00:22:44,93.47786,94.20404,93.69054,7.918406,0.6614150000000001
2021-01-09 00:22:54,94.49172,95.2168,93.69054,7.918406,0.670385
2021-01-09 00:23:04,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:23:14,93.47786,95.2168,93.69054,7.559602,0.673375
2021-01-09 00:23:24,94.49172,93.1913,93.69054,7.679204,0.667395
2021-01-09 00:23:34,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:23:44,94.49172,94.20404,93.69054,7.081198,0.670385
2021-01-09 00:23:54,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:24:04,94.49172,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:24:14,94.49172,94.20404,93.69054,7.798804,0.673375
2021-01-09 00:24:24,93.47786,94.20404,92.6767,7.798804,0.673375
2021-01-09 00:24:34,94.49172,95.2168,92.6767,7.3204,0.676365
2021-01-09 00:24:44,93.47786,93.1913,92.6767,7.679204,0.673375
2021-01-09 00:24:54,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:25:04,94.49172,94.20404,93.69054,7.679204,0.6614150000000001
2021-01-09 00:25:14,94.49172,94.20404,93.69054,7.440002,0.6614150000000001
2021-01-09 00:25:24,93.47786,94.20404,93.69054,7.081198,0.664405
2021-01-09 00:25:34,94.49172,94.20404,93.69054,7.798804,0.670385
2021-01-09 00:25:44,93.47786,94.20404,93.69054,7.918406,0.673375
2021-01-09 00:25:54,93.47786,94.20404,93.69054,7.679204,0.670385
2021-01-09 00:26:04,94.49172,94.20404,93.69054,7.798804,0.673375
2021-01-09 00:26:14,94.49172,94.20404,92.6767,7.559602,0.670385
2021-01-09 00:26:24,94.49172,95.2168,93.69054,7.3204,0.673375
2021-01-09 00:26:34,95.50556,94.20404,93.69054,7.559602,0.673375
2021-01-09 00:26:44,94.49172,94.20404,93.69054,7.3204,0.673375
2021-01-09 00:26:54,93.47786,94.20404,93.69054,7.3204,0.673375
2021-01-09 00:27:04,93.47786,94.20404,93.69054,7.3204,0.673375
2021-01-09 00:27:14,94.49172,94.20404,93.69054,7.081198,0.673375
2021-01-09 00:27:24,93.47786,94.20404,93.69054,7.3204,0.670385
2021-01-09 00:27:34,94.49172,93.1913,93.69054,7.440002,0.673375
2021-01-09 00:27:44,94.49172,94.20404,93.69054,7.559602,0.682345
2021-01-09 00:27:54,94.49172,94.20404,93.69054,7.3204,0.682345
2021-01-09 00:28:04,93.47786,94.20404,93.69054,7.440002,0.682345
2021-01-09 00:28:14,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:28:24,94.49172,94.20404,94.70438,7.200798,0.6793549999999999
2021-01-09 00:28:34,94.49172,94.20404,94.70438,7.3204,0.6793549999999999
2021-01-09 00:28:44,93.47786,94.20404,93.69054,7.3204,0.682345
2021-01-09 00:28:54,93.47786,94.20404,94.70438,6.961596,0.682345
2021-01-09 00:29:04,94.49172,94.20404,93.69054,7.081198,0.685335
2021-01-09 00:29:14,94.49172,94.20404,93.69054,7.440002,0.682345
2021-01-09 00:29:24,94.49172,95.2168,92.6767,7.798804,0.673375
2021-01-09 00:29:34,94.49172,94.20404,94.70438,7.918406,0.673375
2021-01-09 00:29:44,94.49172,94.20404,94.70438,7.679204,0.673375
2021-01-09 00:29:54,93.47786,94.20404,92.6767,7.440002,0.673375
2021-01-09 00:30:04,94.49172,94.20404,92.6767,7.200798,0.673375
2021-01-09 00:30:14,94.49172,94.20404,93.69054,6.961596,0.673375
2021-01-09 00:30:24,93.47786,94.20404,93.69054,7.081198,0.670385
2021-01-09 00:30:34,93.47786,94.20404,94.70438,7.440002,0.673375
2021-01-09 00:30:44,93.47786,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:30:54,93.47786,93.1913,93.69054,7.200798,0.682345
2021-01-09 00:31:04,94.49172,93.1913,93.69054,7.3204,0.673375
2021-01-09 00:31:14,94.49172,94.20404,93.69054,7.559602,0.682345
2021-01-09 00:31:24,94.49172,93.1913,93.69054,6.961596,0.6793549999999999
2021-01-09 00:31:34,93.47786,94.20404,93.69054,6.961596,0.6793549999999999
2021-01-09 00:31:44,94.49172,94.20404,92.6767,7.3204,0.6793549999999999
2021-01-09 00:31:54,94.49172,94.20404,92.6767,7.200798,0.682345
2021-01-09 00:32:04,94.49172,94.20404,93.69054,7.3204,0.6793549999999999
2021-01-09 00:32:14,94.49172,93.1913,93.69054,7.081198,0.685335
2021-01-09 00:32:24,94.49172,93.1913,93.69054,7.440002,0.6793549999999999
2021-01-09 00:32:34,93.47786,94.20404,93.69054,7.081198,0.682345
2021-01-09 00:32:44,93.47786,94.20404,93.69054,6.7223939999999995,0.682345
2021-01-09 00:32:54,94.49172,94.20404,93.69054,6.961596,0.682345
2021-01-09 00:33:04,93.47786,93.1913,92.6767,6.841996,0.682345
2021-01-09 00:33:14,93.47786,94.20404,93.69054,7.081198,0.682345
2021-01-09 00:33:24,94.49172,94.20404,93.69054,7.3204,0.682345
2021-01-09 00:33:34,93.47786,93.1913,93.69054,7.559602,0.685335
2021-01-09 00:33:44,94.49172,94.20404,93.69054,7.081198,0.685335
2021-01-09 00:33:54,94.49172,94.20404,93.69054,6.363589999999999,0.682345
2021-01-09 00:34:04,93.47786,95.2168,93.69054,6.24399,0.685335
2021-01-09 00:34:14,94.49172,94.20404,94.70438,6.483192,0.682345
2021-01-09 00:34:24,94.49172,94.20404,93.69054,6.483192,0.685335
2021-01-09 00:34:34,94.49172,94.20404,93.69054,6.7223939999999995,0.682345
2021-01-09 00:34:44,94.49172,94.20404,93.69054,6.602792,0.682345
2021-01-09 00:34:54,93.47786,93.1913,93.69054,7.081198,0.685335
2021-01-09 00:35:04,94.49172,94.20404,93.69054,7.081198,0.6793549999999999
2021-01-09 00:35:14,94.49172,94.20404,93.69054,6.602792,0.682345
2021-01-09 00:35:24,94.49172,94.20404,93.69054,6.841996,0.682345
2021-01-09 00:35:34,94.49172,94.20404,93.69054,6.7223939999999995,0.6793549999999999
2021-01-09 00:35:44,94.49172,95.2168,94.70438,6.841996,0.685335
2021-01-09 00:35:54,94.49172,94.20404,93.69054,6.841996,0.682345
2021-01-09 00:36:04,94.49172,93.1913,93.69054,6.7223939999999995,0.682345
2021-01-09 00:36:14,93.47786,94.20404,93.69054,6.7223939999999995,0.682345
2021-01-09 00:36:24,94.49172,94.20404,93.69054,6.7223939999999995,0.685335
2021-01-09 00:36:34,94.49172,94.20404,93.69054,7.081198,0.685335
2021-01-09 00:36:44,94.49172,94.20404,93.69054,7.200798,0.682345
2021-01-09 00:36:54,93.47786,94.20404,93.69054,6.7223939999999995,0.685335
2021-01-09 00:37:04,93.47786,95.2168,94.70438,6.483192,0.691315
2021-01-09 00:37:14,94.49172,94.20404,92.6767,6.483192,0.6943050000000001
2021-01-09 00:37:24,93.47786,94.20404,92.6767,6.363589999999999,0.691315
2021-01-09 00:37:34,94.49172,94.20404,93.69054,6.602792,0.6943050000000001
2021-01-09 00:37:44,94.49172,94.20404,93.69054,6.7223939999999995,0.6943050000000001
2021-01-09 00:37:54,93.47786,95.2168,93.69054,6.961596,0.6943050000000001
2021-01-09 00:38:04,93.47786,95.2168,92.6767,7.081198,0.7002849999999999
2021-01-09 00:38:14,94.49172,94.20404,92.6767,6.961596,0.703275
2021-01-09 00:38:24,95.50556,94.20404,93.69054,6.841996,0.7002849999999999
2021-01-09 00:38:34,93.47786,94.20404,93.69054,7.081198,0.703275
2021-01-09 00:38:44,93.47786,94.20404,93.69054,6.961596,0.7002849999999999
2021-01-09 00:38:54,94.49172,94.20404,93.69054,6.841996,0.7002849999999999
2021-01-09 00:39:04,94.49172,94.20404,93.69054,7.081198,0.7002849999999999
2021-01-09 00:39:14,93.47786,94.20404,93.69054,7.440002,0.703275
2021-01-09 00:39:24,93.47786,94.20404,92.6767,7.440002,0.703275
2021-01-09 00:39:34,94.49172,94.20404,93.69054,7.3204,0.7002849999999999
2021-01-09 00:39:44,93.47786,94.20404,93.69054,7.679204,0.703275
2021-01-09 00:39:54,93.47786,94.20404,93.69054,6.961596,0.703275
2021-01-09 00:40:04,94.49172,94.20404,93.69054,6.961596,0.691315
2021-01-09 00:40:14,94.49172,93.1913,94.70438,7.081198,0.691315
2021-01-09 00:40:24,94.49172,94.20404,94.70438,7.559602,0.691315
2021-01-09 00:40:34,94.49172,95.2168,92.6767,7.440002,0.691315
2021-01-09 00:40:44,94.49172,94.20404,93.69054,7.081198,0.691315
2021-01-09 00:40:54,93.47786,94.20404,93.69054,7.3204,0.691315
2021-01-09 00:41:04,93.47786,94.20404,93.69054,7.440002,0.685335
2021-01-09 00:41:14,93.47786,94.20404,92.6767,7.3204,0.682345
2021-01-09 00:41:24,94.49172,94.20404,94.70438,7.679204,0.682345
2021-01-09 00:41:34,93.47786,94.20404,93.69054,7.918406,0.6793549999999999
2021-01-09 00:41:44,93.47786,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:41:54,93.47786,95.2168,93.69054,7.679204,0.673375
2021-01-09 00:42:04,93.47786,95.2168,93.69054,7.440002,0.673375
2021-01-09 00:42:14,94.49172,94.20404,93.69054,7.559602,0.673375
2021-01-09 00:42:24,94.49172,94.20404,93.69054,7.559602,0.670385
2021-01-09 00:42:34,94.49172,94.20404,93.69054,7.918406,0.670385
2021-01-09 00:42:44,94.49172,94.20404,94.70438,7.559602,0.673375
2021-01-09 00:42:54,94.49172,94.20404,93.69054,7.679204,0.670385
2021-01-09 00:43:04,93.47786,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:43:14,94.49172,94.20404,93.69054,7.918406,0.673375
2021-01-09 00:43:24,94.49172,94.20404,93.69054,7.798804,0.673375
2021-01-09 00:43:34,94.49172,94.20404,92.6767,7.440002,0.670385
2021-01-09 00:43:44,93.47786,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:43:54,94.49172,94.20404,93.69054,8.038008000000001,0.673375
2021-01-09 00:44:04,94.49172,94.20404,93.69054,7.559602,0.673375
2021-01-09 00:44:14,94.49172,93.1913,92.6767,6.961596,0.673375
2021-01-09 00:44:24,93.47786,94.20404,92.6767,7.440002,0.670385
2021-01-09 00:44:34,93.47786,95.2168,93.69054,7.559602,0.673375
2021-01-09 00:44:44,93.47786,94.20404,94.70438,7.081198,0.6614150000000001
2021-01-09 00:44:54,94.49172,95.2168,94.70438,7.918406,0.6614150000000001
2021-01-09 00:45:04,93.47786,94.20404,93.69054,7.918406,0.6614150000000001
2021-01-09 00:45:14,93.47786,94.20404,93.69054,7.440002,0.6614150000000001
2021-01-09 00:45:24,94.49172,93.1913,93.69054,7.798804,0.6614150000000001
2021-01-09 00:45:34,94.49172,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:45:44,94.49172,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:45:54,94.49172,94.20404,94.70438,8.038008000000001,0.673375
2021-01-09 00:46:04,94.49172,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:46:14,94.49172,94.20404,93.69054,7.918406,0.673375
2021-01-09 00:46:24,94.49172,94.20404,93.69054,7.679204,0.670385
2021-01-09 00:46:34,93.47786,94.20404,93.69054,7.798804,0.6584245
2021-01-09 00:46:44,93.47786,95.2168,94.70438,8.038008000000001,0.6584245
2021-01-09 00:46:54,93.47786,94.20404,93.69054,7.679204,0.664405
2021-01-09 00:47:04,94.49172,93.1913,93.69054,7.200798,0.6614150000000001
2021-01-09 00:47:14,93.47786,95.2168,93.69054,7.918406,0.6584245
2021-01-09 00:47:24,93.47786,94.20404,93.69054,8.27721,0.6614150000000001
2021-01-09 00:47:34,93.47786,94.20404,93.69054,8.157608,0.6614150000000001
2021-01-09 00:47:44,93.47786,94.20404,93.69054,7.559602,0.6614150000000001
2021-01-09 00:47:54,93.47786,95.2168,93.69054,7.679204,0.6614150000000001
2021-01-09 00:48:04,94.49172,94.20404,93.69054,7.440002,0.664405
2021-01-09 00:48:14,93.47786,94.20404,93.69054,7.440002,0.6614150000000001
2021-01-09 00:48:24,94.49172,94.20404,93.69054,7.679204,0.6614150000000001
2021-01-09 00:48:34,94.49172,94.20404,92.6767,7.918406,0.6614150000000001
2021-01-09 00:48:44,94.49172,95.2168,93.69054,7.679204,0.673375
2021-01-09 00:48:54,93.47786,93.1913,93.69054,7.679204,0.6614150000000001
2021-01-09 00:49:04,93.47786,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:49:14,94.49172,93.1913,93.69054,7.440002,0.673375
2021-01-09 00:49:24,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:49:34,93.47786,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:49:44,94.49172,95.2168,93.69054,7.3204,0.673375
2021-01-09 00:49:54,93.47786,94.20404,93.69054,7.3204,0.6584245
2021-01-09 00:50:04,94.49172,94.20404,93.69054,7.440002,0.673375
2021-01-09 00:50:14,94.49172,95.2168,94.70438,7.559602,0.673375
2021-01-09 00:50:24,93.47786,95.2168,93.69054,7.3204,0.673375
2021-01-09 00:50:34,93.47786,94.20404,93.69054,7.440002,0.682345
2021-01-09 00:50:44,94.49172,94.20404,94.70438,7.440002,0.682345
2021-01-09 00:50:54,93.47786,94.20404,93.69054,7.3204,0.682345
2021-01-09 00:51:04,94.49172,94.20404,93.69054,7.679204,0.682345
2021-01-09 00:51:14,94.49172,95.2168,93.69054,7.440002,0.6793549999999999
2021-01-09 00:51:24,94.49172,94.20404,93.69054,7.200798,0.685335
2021-01-09 00:51:34,93.47786,94.20404,93.69054,7.200798,0.682345
2021-01-09 00:51:44,93.47786,94.20404,93.69054,7.440002,0.682345
2021-01-09 00:51:54,94.49172,94.20404,93.69054,7.679204,0.682345
2021-01-09 00:52:04,93.47786,95.2168,94.70438,7.559602,0.682345
2021-01-09 00:52:14,93.47786,94.20404,94.70438,7.440002,0.682345
2021-01-09 00:52:24,94.49172,94.20404,93.69054,7.679204,0.682345
2021-01-09 00:52:34,93.47786,94.20404,93.69054,7.200798,0.682345
2021-01-09 00:52:44,94.49172,94.20404,94.70438,7.081198,0.685335
2021-01-09 00:52:54,93.47786,94.20404,93.69054,7.559602,0.682345
2021-01-09 00:53:04,93.47786,94.20404,93.69054,7.559602,0.682345
2021-01-09 00:53:14,93.47786,93.1913,93.69054,7.679204,0.682345
2021-01-09 00:53:24,93.47786,94.20404,93.69054,7.918406,0.670385
2021-01-09 00:53:34,94.49172,94.20404,93.69054,7.798804,0.673375
2021-01-09 00:53:44,93.47786,94.20404,93.69054,7.679204,0.673375
2021-01-09 00:53:54,94.49172,93.1913,93.69054,7.918406,0.673375
2021-01-09 00:54:04,94.49172,95.2168,93.69054,7.918406,0.6614150000000001
2021-01-09 00:54:14,93.47786,94.20404,93.69054,7.798804,0.6614150000000001
2021-01-09 00:54:24,94.49172,93.1913,93.69054,7.679204,0.6614150000000001
2021-01-09 00:54:34,93.47786,94.20404,93.69054,7.918406,0.664405
2021-01-09 00:54:44,93.47786,94.20404,93.69054,8.038008000000001,0.6614150000000001
2021-01-09 00:54:54,93.47786,94.20404,93.69054,8.27721,0.6614150000000001
2021-01-09 00:55:04,94.49172,94.20404,94.70438,8.39681,0.6584245
2021-01-09 00:55:14,93.47786,94.20404,93.69054,9.234017999999999,0.6614150000000001
2021-01-09 00:55:24,94.49172,93.1913,93.69054,8.27721,0.6614150000000001
2021-01-09 00:55:34,94.49172,94.20404,93.69054,7.798804,0.6614150000000001
2021-01-09 00:55:44,94.49172,94.20404,93.69054,7.918406,0.6614150000000001
2021-01-09 00:55:54,94.49172,95.2168,93.69054,7.918406,0.6614150000000001
2021-01-09 00:56:04,94.49172,94.20404,93.69054,8.157608,0.6614150000000001
2021-01-09 00:56:14,94.49172,94.20404,93.69054,8.636014,0.673375
2021-01-09 00:56:24,93.47786,94.20404,94.70438,8.157608,0.670385
2021-01-09 00:56:34,93.47786,94.20404,94.70438,7.918406,0.6614150000000001
2021-01-09 00:56:44,94.49172,94.20404,93.69054,7.918406,0.6614150000000001
2021-01-09 00:56:54,94.49172,94.20404,93.69054,8.39681,0.6614150000000001
2021-01-09 00:57:04,93.47786,94.20404,94.70438,8.038008000000001,0.6584245
2021-01-09 00:57:14,93.47786,94.20404,94.70438,7.798804,0.6614150000000001
2021-01-09 00:57:24,94.49172,94.20404,93.69054,8.157608,0.6614150000000001
2021-01-09 00:57:34,94.49172,94.20404,93.69054,7.918406,0.6614150000000001
2021-01-09 00:57:44,94.49172,94.20404,93.69054,7.798804,0.664405
2021-01-09 00:57:54,94.49172,94.20404,92.6767,7.559602,0.6614150000000001
2021-01-09 00:58:04,93.47786,94.20404,93.69054,7.918406,0.6614150000000001
2021-01-09 00:58:14,93.47786,95.2168,93.69054,8.27721,0.6614150000000001
2021-01-09 00:58:24,94.49172,94.20404,93.69054,8.038008000000001,0.6614150000000001
2021-01-09 00:58:34,94.49172,94.20404,93.69054,7.679204,0.6614150000000001
2021-01-09 00:58:44,94.49172,94.20404,93.69054,8.038008000000001,0.6614150000000001
2021-01-09 00:58:54,93.47786,94.20404,93.69054,8.157608,0.6584245
